concessionaria;ano_do_pnv_snv;tipo_de_radar;rodovia;uf;km_m;municipio;tipo_pista;sentido;situacao;data_da_inativacao;latitude;longitude;velocidade_leve;velocidade_pesado
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;SP;78,200;São Paulo;Principal;Crescente;Ativo;;-23,401335;-46,575964;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;SP;76,400;São Paulo;Principal;Decrescente;Ativo;;-23,387687;-46,569328;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;SP;75,650;São Paulo;Principal;Crescente;Ativo;;-23,384708;-46,564716;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;SP;73,060;São Paulo;Principal;Decrescente;Ativo;;-23,368741;-46,554044;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;SP;70,200;Mairiporã;Principal;Decrescente;Ativo;;-23,349188;-46,556532;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;SP;59,795;Mairiporã;Principal;Crescente;Ativo;;-23,289138;-46,587920;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;923,380;Camanducaia;Principal;Crescente;Ativo;;-22,774380;-46,185834;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;920,800;Camanducaia;Principal;Crescente;Ativo;;-22,760561;-46,167674;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;907,720;Cambuí;Principal;Decrescente;Ativo;;-22,676048;-46,098030;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;886,250;Estiva;Principal;Decrescente;Ativo;;-22,510753;-46,018149;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;712,760;Carmo da Cachoeira;Principal;Decrescente;Ativo;;-21,372782;-45,190037;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;653,740;Santo Antônio do Amparo;Principal;Crescente;Ativo;;-20,921689;-44,871470;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;643,224;Santo Antônio do Amparo;Principal;Crescente;Ativo;;-20,921689;-44,871470;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;618,360;Oliveira;Principal;Decrescente;Ativo;;-20,740356;-44,771520;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;568,890;Itaguara;Principal;Decrescente;Ativo;;-20,410679;-44,526628;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;528,350;Brumadinho;Principal;Decrescente;Ativo;;-20,167194;-44,334434;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;525,350;Brumadinho;Principal;Crescente;Ativo;;-20,146664;-44,323897;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;493,290;Betim;Principal;Crescente;Ativo;;-19,964349;-44,171924;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;483,850;Betim;Principal;Crescente;Ativo;;-19,959486;-44,085386;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;533,700;Itatiaiuçu;Principal;Decrescente;Ativo;;-20,176147;-44,375864;80;60
AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;849,300;Pouso Alegre;Principal;Decrescente;Ativo;;-22,233475;-45,876764;80;60
AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;316,400;São Gonçalo;Principal;Crescente;Ativo;;-22,830783;-43,093638;100;80
AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;314,400;São Gonçalo;Principal;Crescente;Ativo;;-22,817695;-43,079165;100;80
AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;313,000;São Gonçalo;Principal;Decrescente;Ativo;;-22,809907;-43,068761;100;80
AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;298,650;Itaboraí;Principal;Decrescente;Ativo;;-22,773498;-42,935548;100;80
AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;298,300;Itaboraí;Principal;Crescente;Ativo;;-22,772149;-42,933291;100;80
AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;293,700;Itaboraí;Principal;Decrescente;Ativo;;-22,755202;-42,890633;60;60
AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;293,500;Itaboraí;Principal;Crescente;Ativo;;-22,755539;-42,888149;60;60
AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;283,310;Itaboraí;Principal;Decrescente;Ativo;;-22,738801;-42,806988;60;60
AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;282,560;Itaboraí;Principal;Crescente;Ativo;;-22,735698;-42,801862;60;60
AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;184,600;Casimiro de Abreu;Principal;Crescente;Ativo;;-22,429729;-42,031134;80;80
AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;55,520;Campos dos Goytacazes;Principal;Decrescente;Ativo;;-21,683290;-41,310890;60;60
AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;55,389;Campos dos Goytacazes;Principal;Crescente;Ativo;;-21,681822;-41,310949;60;60
AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;58,805;Campos dos Goytacazes;Principal;Decrescente;Ativo;;-21,713412;-41,308561;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;215,050;Palhoça;Marginal;Crescente;Ativo;;-27,651111;-48,675542;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;213,850;Palhoça;Marginal;Decrescente;Ativo;;-27,643475;-48,669875;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;213,660;Palhoça;Marginal;Crescente;Ativo;;-27,642081;-48,668847;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;213,290;Palhoça;Marginal;Crescente;Ativo;;-27,639242;-48,666750;40;40
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;212,350;Palhoça;Marginal;Decrescente;Ativo;;-27,632314;-48,661422;40;40
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;212,300;Palhoça;Marginal;Crescente;Ativo;;-27,632003;-48,661075;40;40
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;210,700;São José;Marginal;Decrescente;Ativo;;-27,621294;-48,650333;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;209,900;São José;Marginal;Decrescente;Ativo;;-27,616022;-48,644975;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;209,150;São José;Marginal;Crescente;Ativo;;-27,610039;-48,638892;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;204,770;São José;Marginal;Decrescente;Ativo;;-27,580619;-48,614444;40;40
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;204,750;São José;Marginal;Crescente;Ativo;;-27,580361;-48,614436;40;40
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;204,250;São José;Marginal;Decrescente;Ativo;;-27,576306;-48,613381;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;203,850;São José;Marginal;Crescente;Ativo;;-27,572569;-48,613778;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;198,800;São José;Marginal;Crescente;Ativo;;-27,558233;-48,618350;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;196,150;Biguaçu;Marginal;Decrescente;Ativo;;-27,532914;-48,630986;40;40
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;196,050;Biguaçu;Marginal;Crescente;Ativo;;-27,512006;-48,642081;40;40
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;116,500;Itajaí;Marginal;Decrescente;Ativo;;-27,511425;-48,642764;40;40
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;114,900;Itajaí;Marginal;Decrescente;Ativo;;-26,883453;-48,724089;40;40
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;114,800;Itajaí;Marginal;Crescente;Ativo;;-26,869883;-48,729797;40;40
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;140,480;Balneário Camboriú;Principal;Crescente;Ativo;;-27,042947;-48,599675;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;50,510;Joinville;Principal;Decrescente;Ativo;;-26,390350;-48,839967;80;80
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;48,770;Joinville;Principal;Crescente;Ativo;;-26,380200;-48,851600;80;80
AUTOPISTA LITORAL SUL;2009;Redutor;BR-376;PR;668,880;Guaratuba;Principal;Decrescente;Ativo;;-25,874900;-48,936300;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-376;PR;668,334;Guaratuba;Principal;Crescente;Ativo;;-25,869300;-48,934100;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-376;PR;667,013;Guaratuba;Principal;Crescente;Ativo;;-25,863700;-48,934800;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-376;PR;664,773;Guaratuba;Principal;Crescente;Ativo;;-25,858200;-48,951200;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-376;PR;650,800;Tijucas do Sul;Principal;Decrescente;Ativo;;-25,845100;-49,072600;60;60
AUTOPISTA LITORAL SUL;2009;Controlador;BR-101;SC;214,950;Palhoça;Principal;Decrescente;Ativo;;-27,651552;-48,675658;100;80
AUTOPISTA LITORAL SUL;2009;Controlador;BR-101;SC;213,750;Palhoça;Principal;Crescente;Ativo;;-27,642355;-48,669143;100;80
AUTOPISTA LITORAL SUL;2009;Controlador;BR-101;SC;212,790;Palhoça;Principal;Decrescente;Ativo;;-27,635501;-48,663834;100;80
AUTOPISTA LITORAL SUL;2009;Controlador;BR-101;SC;210,750;São José;Principal;Crescente;Ativo;;-27,621765;-48,650873;100;80
AUTOPISTA LITORAL SUL;2009;Controlador;BR-101;SC;209,110;São José;Principal;Decrescente;Ativo;;-27,610782;-48,639453;100;80
AUTOPISTA LITORAL SUL;2009;Controlador;BR-101;SC;208,713;São José;Principal;Crescente;Ativo;;-27,608003;-48,637017;100;80
AUTOPISTA LITORAL SUL;2009;Controlador;BR-101;SC;206,700;São José;Principal;Decrescente;Ativo;;-27,597955;-48,620502;100;80
AUTOPISTA LITORAL SUL;2009;Controlador;BR-101;SC;205,150;São José;Principal;Crescente;Ativo;;-27,584371;-48,615787;100;80
AUTOPISTA LITORAL SUL;2009;Controlador;BR-101;SC;203,583;São José;Principal;Decrescente;Ativo;;-27,570346;-48,613682;100;80
AUTOPISTA LITORAL SUL;2009;Controlador;BR-101;SC;202,625;São José;Principal;Crescente;Ativo;;-27,562118;-48,616194;100;80
AUTOPISTA LITORAL SUL;2009;Controlador;BR-101;SC;191,480;Biguaçu;Principal;Decrescente;Ativo;;-27,480122;-48,644851;100;80
AUTOPISTA LITORAL SUL;2009;Controlador;BR-101;SC;190,800;Biguaçu;Principal;Crescente;Ativo;;-27,475534;-48,640839;100;80
AUTOPISTA LITORAL SUL;2009;Controlador;BR-376;PR;671,000;Guaratuba;Principal;Crescente;Ativo;;-25,892288;-48,932440;80;60
AUTOPISTA LITORAL SUL;2009;Controlador;BR-376;PR;667,010;Guaratuba;Principal;Decrescente;Ativo;;-25,860241;-48,937593;60;60
AUTOPISTA LITORAL SUL;2009;Controlador;BR-376;PR;665,760;Guaratuba;Principal;Decrescente;Ativo;;-25,863714;-48,942796;60;60
AUTOPISTA LITORAL SUL;2009;Controlador;BR-376;PR;665,830;Guaratuba;Principal;Crescente;Ativo;;-25,865283;-48,949139;60;60
AUTOPISTA LITORAL SUL;2009;Controlador;BR-376;PR;664,074;Guaratuba;Principal;Decrescente;Ativo;;-25,853983;-48,957811;60;60
AUTOPISTA LITORAL SUL;2009;Controlador;BR-376;PR;657,000;Tijucas do Sul;Principal;Decrescente;Ativo;;-25,840074;-49,018358;80;80
AUTOPISTA LITORAL SUL;2009;Controlador;BR-376;PR;656,000;Tijucas do Sul;Principal;Decrescente;Ativo;;-25,840020;-49,027230;80;80
AUTOPISTA LITORAL SUL;2009;Controlador;BR-376;PR;652,690;Tijucas do Sul;Principal;Decrescente;Ativo;;-25,842214;-49,056146;80;80
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;233,750;Palhoça;Principal;Decrescente;Ativo;;-27,808489;-48,638497;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;233,565;Palhoça;Principal;Crescente;Ativo;;-27,807475;-48,638678;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;175,260;Biguaçu;Principal;Decrescente;Ativo;;-27,340886;-48,627872;80;80
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;141,460;Balneário Camboriú;Principal;Crescente;Ativo;;-27,051844;-48,600036;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-376;PR;665,270;Guaratuba;Principal;Crescente;Ativo;;-25,861556;-48,950722;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;208,053;São José;Marginal;Decrescente;Ativo;;-27,603294;-48,631939;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;202,750;São José;Marginal;Crescente;Ativo;;-27,563206;-48,615763;60;60
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;147,450;Itapema;Marginal;Decrescente;Ativo;;-27,096244;-48,618310;40;40
AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;147,400;Itapema;Marginal;Crescente;Ativo;;-27,095852;-48,618677;40;40
AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;PR;125,950;Fazenda Rio Grande;Principal;Decrescente;Ativo;;-25,639000;-49,313000;60;60
AUTOPISTA PLANALTO SUL;2017;Redutor;BR-116;PR;121,800;Curitiba;Principal;Crescente;Ativo;;-25,601000;-49,318000;80;80
AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;PR;128,900;Fazenda Rio Grande;Principal;Crescente;Ativo;;-25,663200;-49,313730;80;80
AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;PR;120,598;Curitiba;Principal;Decrescente;Ativo;;-25,591550;-49,315240;80;80
AUTOPISTA PLANALTO SUL;2017;Redutor;BR-116;SC;117,850;Santa Cecília;Principal;Decrescente;Ativo;;-26,820990;-50,354110;60;60
AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;SC;173,150;São Cristóvão do Sul;Principal;Decrescente;Ativo;;-27,219030;-50,464130;80;80
AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;SC;117,320;Santa Cecília;Principal;Crescente;Ativo;;-26,817860;-50,351050;60;60
AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;PR;206,900;Rio Negro;Principal;Decrescente;Ativo;;-26,075750;-49,762580;60;60
AUTOPISTA PLANALTO SUL;2017;Redutor;BR-116;PR;206,070;Rio Negro;Principal;Crescente;Ativo;;-26,074620;-49,755800;60;60
AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;SC;172,500;Ponte Alta do Norte;Principal;Crescente;Ativo;;-27,213530;-50,465490;80;80
AUTOPISTA PLANALTO SUL;2017;Redutor;BR-116;SC;53,300;Papanduva;Principal;Crescente;Ativo;;-26,393600;-50,156470;60;60
AUTOPISTA PLANALTO SUL;2017;Redutor;BR-116;SC;105,280;Monte Castelo;Principal;Decrescente;Ativo;;-26,753120;-50,316920;60;60
AUTOPISTA PLANALTO SUL;2017;Redutor;BR-116;SC;69,440;Monte Castelo;Principal;Decrescente;Ativo;;-26,464530;-50,229910;60;60
AUTOPISTA PLANALTO SUL;2017;Redutor;BR-116;SC;308,420;Capão Alto;Principal;Crescente;Ativo;;-28,198181;-50,755152;60;60
AUTOPISTA PLANALTO SUL;2017;Redutor;BR-116;PR;134,400;Fazenda Rio Grande;Principal;Crescente;Ativo;;-25,714464;-49,318562;40;40
AUTOPISTA PLANALTO SUL;2017;Redutor;BR-116;PR;134,400;Fazenda Rio Grande;Principal;Decrescente;Ativo;;-25,714794;-49,317855;40;40
AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;361,520;Miracatu;Principal;Crescente;Ativo;;-24,121953;-47,270639;60;60
AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;360,040;Miracatu;Principal;Crescente;Ativo;;-24,113081;-47,268627;60;60
AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;357,500;Miracatu;Principal;Crescente;Ativo;;-24,102768;-47,258911;60;60
AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;356,500;Miracatu;Principal;Crescente;Ativo;;-24,095474;-47,256386;60;60
AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;351,780;Miracatu;Principal;Crescente;Ativo;;-24,064698;-47,233601;60;60
AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;PR;40,050;Campina Grande do Sul;Principal;Crescente;Ativo;;-25,167022;-48,865032;60;60
AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;PR;33,600;Campina Grande do Sul;Principal;Decrescente;Ativo;;-25,114937;-48,849413;60;60
AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;PR;28,800;Campina Grande do Sul;Principal;Decrescente;Ativo;;-25,110959;-48,808223;60;60
AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;567,800;Barra do Turvo;Principal;Crescente;Ativo;;-25,056695;-48,555453;60;60
AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;559,950;Barra do Turvo;Principal;Crescente;Ativo;;-25,015236;-48,509448;60;60
AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;550,700;Barra do Turvo;Principal;Decrescente;Ativo;;-24,967140;-48,471856;60;60
AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;548,370;Barra do Turvo;Principal;Crescente;Ativo;;-24,953740;-48,448019;60;60
AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;546,000;Barra do Turvo;Principal;Decrescente;Ativo;;-24,965893;-48,434310;60;60
AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;514,700;Cajati;Principal;Decrescente;Ativo;;-24,864790;-48,211446;60;60
AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;511,400;Cajati;Principal;Decrescente;Ativo;;-24,845450;-48,212248;60;60
AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;305,100;São Lourenço da Serra;Principal;Crescente;Ativo;;-23,837860;-46,930824;80;60
AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;299,800;São Lourenço da Serra;Principal;Crescente;Ativo;;-23,793677;-46,915330;60;60
CONCEBRA;2017;Controlador;BR-60;DF;8,540;Brasília;Principal;Crescente;Ativo;;-15,905098;-48,137158;80;80
CONCEBRA;2017;Controlador;BR-60;DF;3,300;Brasília;Principal;Decrescente;Ativo;;-15,890481;-48,086677;60;60
CONCEBRA;2017;Redutor;BR-60;GO;91,250;Anápolis;Principal;Crescente;Ativo;;-16,347739;-48,908274;40;40
CONCEBRA;2017;Redutor;BR-60;GO;101,200;Anápolis;Principal;Crescente;Ativo;;-16,402323;-48,976167;60;60
CONCEBRA;2017;Controlador;BR-153;GO;498,000;Goiânia;Principal;Decrescente;Ativo;;-16,686646;-49,233367;80;80
CONCEBRA;2017;Controlador;BR-153;GO;499,900;Goiânia;Principal;Crescente;Ativo;;-16,702105;-49,231262;80;80
CONCEBRA;2017;Controlador;BR-153;GO;501,980;Goiânia;Principal;Decrescente;Ativo;;-16,718874;-49,237961;80;80
CONCEBRA;2017;Controlador;BR-153;GO;504,000;Aparecida de Goiânia;Principal;Crescente;Ativo;;-16,736838;-49,242949;80;80
CONCEBRA;2017;Redutor;BR-153;GO;507,810;Aparecida de Goiânia;Principal;Decrescente;Ativo;;-16,768585;-49,239288;80;80
CONCEBRA;2017;Redutor;BR-153;MG;1,432;Araporã;Principal;Decrescente;Ativo;;-18,424617;-49,192556;60;60
CONCEBRA;2017;Redutor;BR-153;MG;107,800;Prata;Principal;Crescente;Ativo;;-19,297202;-48,907709;60;60
CONCEBRA;2017;Redutor;BR-153;MG;107,845;Prata;Principal;Decrescente;Ativo;;-19,297922;-48,907500;60;60
CONCEBRA;2017;Redutor;BR-153;MG;17,950;Centralina;Principal;Decrescente;Ativo;;-18,577498;-49,193408;60;60
CONCEBRA;2017;Controlador;BR-153;MG;45,800;Canápolis;Principal;Crescente;Ativo;;-18,784187;-49,081987;80;80
CONCER;2016;Controlador;BR-40;MG;781,000;Juiz de Fora;Principal;Crescente;Ativo;;-21,704476;-43,451743;70;70
CONCER;2016;Controlador;BR-40;MG;781,000;Juiz de Fora;Principal;Decrescente;Ativo;;-21,705447;-43,450948;70;70
CONCER;2016;Controlador;BR-40;MG;784,600;Juiz de Fora;Principal;Decrescente;Ativo;;-21,732482;-43,439310;70;70
CONCER;2016;Controlador;BR-40;MG;815,800;Simão Pereira;Principal;Decrescente;Ativo;;-21,923099;-43,320567;70;70
CONCER;2016;Controlador;BR-40;MG;815,200;Simão Pereira;Principal;Crescente;Ativo;;-21,918528;-43,322804;70;70
CONCER;2016;Controlador;BR-40;RJ;80,160;Petrópolis;Principal;Decrescente;Ativo;;-22,519988;-43,228025;70;70
CONCER;2016;Controlador;BR-40;RJ;97,110;Duque de Caxias;Principal;Decrescente;Ativo;;-22,583707;-43,261083;50;50
CONCER;2016;Controlador;BR-40;RJ;80,000;Petrópolis;Principal;Crescente;Ativo;;-22,498044;-43,228858;70;70
CONCER;2016;Controlador;BR-40;RJ;86,800;Petrópolis;Principal;Crescente;Ativo;;-22,542299;-43,233504;70;70
CONCER;2016;Controlador;BR-40;RJ;64,700;Petrópolis;Principal;Crescente;Ativo;;-22,427058;-43,158645;70;70
CONCER;2016;Controlador;BR-40;RJ;105,900;Duque de Caxias;Principal;Decrescente;Ativo;;-22,646195;-43,283664;90;90
CONCER;2016;Controlador;BR-40;RJ;83,700;Petrópolis;Principal;Crescente;Ativo;;-22,521737;-43,235255;70;70
CONCER;2016;Controlador;BR-40;RJ;74,600;Petrópolis;Principal;Decrescente;Ativo;;-22,479247;-43,217286;70;70
CONCER;2016;Controlador;BR-40;RJ;72,500;Petrópolis;Principal;Crescente;Ativo;;-22,461620;-43,222137;70;70
CONCER;2016;Controlador;BR-40;RJ;65,000;Petrópolis;Principal;Decrescente;Ativo;;-22,428082;-43,161750;70;70
CONCER;2016;Controlador;BR-40;RJ;24,900;Três Rios;Principal;Decrescente;Ativo;;-22,148066;-43,158292;70;70
CRO;2016;Controlador;BR-163;MT;854,000;Sinop;Principal;Crescente/Decrescente;Ativo;;-11,695381;-55,452044;60;60
CRO;2016;Controlador;BR-163;MT;837,200;Sinop;Principal;Decrescente;Ativo;;-11,842430;-55,490409;40;40
CRO;2016;Controlador;BR-163;MT;836,400;Sinop;Principal;Crescente/Decrescente;Ativo;;-11,849721;-55,492209;60;60
CRO;2016;Controlador;BR-163;MT;831,000;Sinop;Principal;Crescente/Decrescente;Ativo;;-11,897853;-55,504829;60;60
CRO;2016;Controlador;BR-163;MT;824,000;Sinop;Principal;Decrescente;Ativo;;-11,958226;-55,517092;60;60
CRO;2016;Controlador;BR-163;MT;823,600;Sinop;Principal;Crescente;Ativo;;-11,962062;-55,516853;60;60
CRO;2016;Redutor;BR-163;MT;753,625;Sorriso;Principal;Decrescente;Ativo;;-12,545302;-55,710001;50;50
CRO;2016;Redutor;BR-163;MT;753,600;Sorriso;Principal;Crescente;Ativo;;-12,545764;-55,709854;50;50
CRO;2016;Redutor;BR-163;MT;753,100;Sorriso;Principal;Decrescente;Ativo;;-12,549260;-55,712584;50;50
CRO;2016;Controlador;BR-163;MT;835,300;Sinop;Principal;Crescente/Decrescente;Ativo;;-11,860489;-55,495108;60;60
CRO;2016;Controlador;BR-364;MT;207,540;Rondonópolis;Principal;Crescente;Ativo;;-16,436026;-54,683081;60;60
CRO;2016;Controlador;BR-163;MT;836,000;Sinop;Principal;Crescente;Ativo;;-11,851150;-55,492633;60;60
CRO;2016;Redutor;BR-163;MT;752,730;Sorriso;Principal;Crescente;Ativo;;-12,552292;-55,714197;50;50
CRO;2016;Controlador;BR-163;MT;109,720;Rondonópolis;Principal;Decrescente;Ativo;;-16,574520;-54,685300;80;80
CRO;2016;Redutor;BR-163;MT;786,700;Vera;Principal;Crescente/Decrescente;Ativo;;-12,287022;-55,562297;40;40
CRO;2016;Redutor;BR-364;MT;203,230;Rondonópolis;Principal;Decrescente;Ativo;;-16,469739;-54,656214;40;40
CRO;2016;Controlador;BR-163;MT;17,200;Itiquira;Principal;Decrescente;Ativo;;-17,366535;-54,756770;80;80
CRO;2016;Controlador;BR-163;MT;16,500;Itiquira;Principal;Crescente;Ativo;;-17,373189;-54,756445;80;80
CRO;2016;Controlador;BR-163;MT;15,350;Itiquira;Principal;Decrescente;Ativo;;-17,383148;-54,757556;80;80
CRO;2016;Redutor;BR-364;MT;206,340;Rondonópolis;Principal;Decrescente;Ativo;;-16,445539;-54,669254;40;40
CRO;2016;Redutor;BR-364;MT;348,650;Santo Antônio de Leverger;Principal;Crescente;Ativo;;-15,793378;-55,571656;50;50
CRO;2016;Redutor;BR-364;MT;347,488;Campo Verde;Principal;Crescente;Ativo;;-15,796117;-55,561033;50;50
CRO;2016;Redutor;BR-364;MT;349,470;Santo Antônio de Leverger;Principal;Crescente;Ativo;;-15,792933;-55,579288;50;50
CRO;2016;Redutor;BR-364;MT;346,500;Campo Verde;Principal;Crescente;Ativo;;-15,796013;-55,554869;50;50
CRO;2016;Controlador;BR-364;MT;269,000;Jaciara;Principal;Decrescente;Ativo;;-15,972171;-54,939550;60;60
CRO;2016;Controlador;BR-364;MT;269,000;Jaciara;Principal;Crescente;Ativo;;-15,972171;-54,939550;60;60
CRO;2016;Controlador;BR-163;MT;834,300;Sinop;Principal;Crescente;Ativo;;-11,868907;-55,497154;60;60
CRO;2016;Controlador;BR-163;MT;832,400;Sinop;Principal;Crescente;Ativo;;-11,884887;-55,501339;60;60
CRO;2016;Controlador;BR-70;MT;523,300;Várzea Grande;Principal;Crescente/Decrescente;Ativo;;-15,654771;-56,191106;60;60
CRO;2016;Redutor;BR-163;MT;751,550;Sorriso;Principal;Crescente/Decrescente;Ativo;;-12,560517;-55,719497;50;50
CRO;2016;Controlador;BR-163;MT;746,100;Sorriso;Principal;Crescente;Ativo;;-12,601219;-55,749739;60;60
CRO;2016;Redutor;BR-163;MT;714,380;Sorriso;Principal;Decrescente;Ativo;;-12,859497;-55,832187;40;40
CRO;2016;Redutor;BR-163;MT;714,000;Sorriso;Principal;Crescente;Ativo;;-12,862742;-55,833343;40;40
CRO;2016;Controlador;BR-163;MT;690,850;Lucas do Rio Verde;Principal;Crescente/Decrescente;Ativo;;-13,055465;-55,912815;60;60
CRO;2016;Redutor;BR-163;MT;688,960;Lucas do Rio Verde;Principal;Decrescente;Ativo;;-13,067560;-55,925153;50;50
CRO;2016;Redutor;BR-163;MT;688,500;Lucas do Rio Verde;Principal;Crescente;Ativo;;-13,067560;-55,925153;50;50
CRO;2016;Controlador;BR-163;MT;686,200;Lucas do Rio Verde;Principal;Crescente/Decrescente;Ativo;;-13,085958;-55,942035;60;60
CRO;2016;Redutor;BR-70;MT;522,100;Várzea Grande;Principal;Decrescente;Ativo;;-15,663936;-56,184613;40;40
CRO;2016;Redutor;BR-70;MT;522,035;Várzea Grande;Principal;Crescente;Ativo;;-15,664013;-56,184515;40;40
