concessionaria;ano_do_pnv_snv;rodovia_uf;sentido;subtipo_de_pista;numero_de_faixas;km_m_inicial;latitude_inicial;latitude_final;km_m_final;longitude_inicial;longitude_final
CONCEBRA;2017;BR-262/MG;Crescente;Dupla;2;855,401;-19,778516;-19,788875;858,500;-48,388118;-48,413532
CONCEBRA;2017;BR-262/MG;Decrescente;Dupla;2;855,401;-19,778610;-19,788984;858,500;-48,388064;-48,413479
CONCEBRA;2017;BR-262/MG;Crescente;Dupla;2;858,501;-19,788875;-19,777277;873,320;-48,413532;-48,544865
CONCEBRA;2017;BR-262/MG;Decrescente;Dupla;2;858,501;-19,788984;-19,777405;873,320;-48,413479;-48,544945
CONCEBRA;2017;BR-262/MG;Crescente;Simples;1;873,321;-19,777277;-19,759116;882,680;-48,544865;-48,631759
CONCEBRA;2017;BR-262/MG;Decrescente;Simples;1;873,321;-19,777405;-19,759191;882,680;-48,544945;-48,631772
CONCEBRA;2017;BR-262/MG;Crescente;Dupla;2;882,681;-19,759116;-19,739872;888,960;-48,631759;-48,671841
CONCEBRA;2017;BR-262/MG;Decrescente;Dupla;2;882,681;-19,759191;-19,740007;888,960;-48,631772;-48,671982
CONCEBRA;2017;BR-262/MG;Crescente;Simples;1;888,961;-19,739872;-19,713810;896,240;-48,671841;-48,733032
CONCEBRA;2017;BR-262/MG;Decrescente;Simples;1;888,961;-19,740007;-19,713818;896,240;-48,671982;-48,733219
CONCEBRA;2017;BR-262/MG;Crescente;Dupla;2;896,241;-19,713810;-19,629576;913,100;-48,733032;-48,848965
CONCEBRA;2017;BR-262/MG;Decrescente;Dupla;2;896,241;-19,713818;-19,629878;913,100;-48,733219;-48,849217
CONCER;2016;BR-40/MG;Crescente;Dupla;2;773,500;-21,642391;-22,011002;828,700;-43,436695;-43,267719
CONCER;2016;BR-40/MG;Decrescente;Dupla;2;828,700;-22,011008;-21,642391;773,500;-43,267484;-43,436695
CONCER;2016;BR-40/RJ;Crescente;Dupla;2;0,000;-22,011290;-22,701096;112,000;-43,266851;-43,290412
CONCER;2016;BR-40/RJ;Crescente;Dupla;4;112,001;-22,701096;-22,746770;117,000;-43,290412;-43,288028
CONCER;2016;BR-40/RJ;Crescente;Dupla;3;117,001;-22,746770;-22,807883;124,200;-43,288028;-43,289204
CONCER;2016;BR-40/RJ;Crescente;Dupla;2;124,201;-22,807883;-22,814647;125,200;-43,289204;-43,288197
CONCER;2016;BR-40/RJ;Decrescente;Dupla;2;125,200;-22,815556;-22,807856;124,201;-43,287103;-43,288960
CONCER;2016;BR-40/RJ;Decrescente;Dupla;3;124,200;-22,807856;-22,755475;118,001;-43,288960;-43,286953
CONCER;2016;BR-40/RJ;Decrescente;Dupla;4;118,000;-22,755475;-22,728425;115,001;-43,286953;-43,288809
CONCER;2016;BR-40/RJ;Decrescente;Dupla;3;115,000;-22,728425;-22,674645;109,001;-43,288809;-43,286043
CONCER;2016;BR-40/RJ;Decrescente;Dupla;2;109,000;-22,674645;-22,011290;0,000;-43,286043;-43,266851
CRO;2016;BR-163/MT;Crescente;Dupla;2;0,000;-17,519790;-17,093649;47,600;-54,739712;-54,760276
CRO;2016;BR-163/MT;Crescente;Dupla;2;47,601;-17,093649;-16,700689;94,200;-54,760276;-54,660027
CRO;2016;BR-163/MT;Crescente;Dupla;2;94,201;-16,700689;-16,562088;111,000;-54,660027;-54,679341
CRO;2016;BR-163/MT;Crescente;Dupla;2;111,001;-16,562088;-16,508289;117,600;-54,679341;-54,652770
CRO;2016;BR-163/MT;Crescente;Dupla;2;117,601;-16,508289;-16,492190;119,500;-54,652770;-54,646831
CRO;2016;BR-163/MT;Crescente;Dupla;2;119,501;-16,492190;-16,488603;119,900;-54,646831;-54,647393
CRO;2016;BR-364/MT;Crescente;Dupla;2;201,000;-16,488603;-16,427246;209,800;-54,647393;-54,695481
CRO;2016;BR-364/MT;Crescente;Dupla;2;209,801;-16,427246;-16,417921;211,300;-54,695481;-54,705545
CRO;2016;BR-364/MT;Crescente;Dupla;2;211,301;-16,417921;-16,219755;235,600;-54,705545;-54,778766
CRO;2016;BR-364/MT;Crescente;Dupla;2;235,601;-16,219755;-16,210857;236,600;-54,778766;-54,779567
CRO;2016;BR-364/MT;Crescente;Dupla;2;236,601;-16,210857;-16,167783;241,600;-54,779567;-54,793383
CRO;2016;BR-364/MT;Crescente;Dupla;2;241,601;-16,167783;-16,155934;243,100;-54,793383;-54,799744
CRO;2016;BR-364/MT;Crescente;Dupla;2;243,101;-16,155934;-16,105016;252,100;-54,799744;-54,862932
CRO;2016;BR-364/MT;Crescente;Simples;1;252,101;-16,105016;-16,071460;256,100;-54,862932;-54,876810
CRO;2016;BR-364/MT;Crescente;Dupla;2;256,101;-16,071460;-16,056503;257,900;-54,876810;-54,883413
CRO;2016;BR-364/MT;Crescente;Dupla;2;257,901;-16,056503;-16,037391;260,200;-54,883413;-54,891848
CRO;2016;BR-364/MT;Crescente;Dupla;2;260,201;-16,037391;-16,021977;262,200;-54,891848;-54,901134
CRO;2016;BR-364/MT;Crescente;Dupla;2;262,201;-16,021977;-15,996702;265,900;-54,901134;-54,922324
CRO;2016;BR-364/MT;Crescente;Dupla;2;265,901;-15,996702;-15,985818;267,300;-54,922324;-54,928644
CRO;2016;BR-364/MT;Crescente;Dupla;2;267,301;-15,985818;-15,973165;269,050;-54,928644;-54,938683
CRO;2016;BR-364/MT;Crescente;Dupla;2;328,001;-15,820916;-15,814858;343,100;-55,411419;-55,538607
CRO;2016;BR-364/MT;Crescente;Dupla;2;343,101;-15,814858;-15,771659;360,100;-55,538607;-55,653694
CRO;2016;BR-364/MT;Crescente;Dupla;2;360,101;-15,771659;-15,754173;362,100;-55,653694;-55,657682
CRO;2016;BR-364/MT;Crescente;Dupla;2;362,101;-15,754173;-15,700972;389,100;-55,657682;-55,884881
CRO;2016;BR-364/MT;Crescente;Simples;1;389,101;-15,700972;-15,672065;396,500;-55,884881;-55,946279
CRO;2016;BR-364/MT;Crescente;Simples;1;396,501;-15,672065;-15,654183;401,500;-55,946279;-55,989121
CRO;2016;BR-364/MT;Crescente;Dupla;2;401,501;-15,654183;-15,651015;402,400;-55,989121;-55,996855
CRO;2016;BR-70/MT;Crescente;Simples;1;495,900;-15,650196;-15,650247;524,000;-55,999800;-56,194832
CRO;2016;BR-364/MT;Crescente;Dupla;2;434,600;-15,649673;-15,608324;439,500;-56,195364;-56,203372
CRO;2016;BR-364/MT;Crescente;Simples;1;439,501;-15,608324;-15,420881;467,800;-56,203372;-56,345997
CRO;2016;BR-163/MT;Crescente;Multifaixa;3;745,301;-12,606634;-12,497683;759,500;-55,754328;-55,687212
CRO;2016;BR-163/MT;Crescente;Simples;1;759,501;-12,497683;-12,443041;766,499;-55,687212;-55,654917
CRO;2016;BR-163/MT;Crescente;Simples;1;820,001;-11,994894;-11,974846;822,200;-55,517011;-55,517003
CRO;2016;BR-163/MT;Crescente;Dupla;2;822,201;-11,974846;-11,824996;839,200;-55,517003;-55,485802
CRO;2016;BR-163/MT;Crescente;Simples;1;839,201;-11,824996;-11,691799;855,000;-55,485802;-55,451248
CRO;2016;BR-163/MT;Decrescente;Dupla;2;47,600;-17,093649;-17,519790;0,000;-54,760276;-54,739712
CRO;2016;BR-163/MT;Decrescente;Dupla;2;94,200;-16,700689;-17,093649;47,601;-54,660027;-54,760276
CRO;2016;BR-163/MT;Decrescente;Dupla;2;111,000;-16,562088;-16,700689;94,201;-54,679341;-54,660027
CRO;2016;BR-163/MT;Decrescente;Dupla;2;117,600;-16,508289;-16,562088;111,001;-54,652770;-54,679341
CRO;2016;BR-163/MT;Decrescente;Dupla;2;119,500;-16,492190;-16,508289;117,601;-54,646831;-54,652770
CRO;2016;BR-163/MT;Decrescente;Dupla;2;119,900;-16,488603;-16,492190;119,501;-54,647393;-54,646831
CRO;2016;BR-364/MT;Decrescente;Dupla;2;209,800;-16,427246;-16,488603;201,000;-54,695481;-54,647393
CRO;2016;BR-364/MT;Decrescente;Dupla;2;211,300;-16,417921;-16,427246;209,801;-54,705545;-54,695481
CRO;2016;BR-364/MT;Decrescente;Dupla;2;235,600;-16,219755;-16,417921;211,301;-54,778766;-54,705545
CRO;2016;BR-364/MT;Decrescente;Dupla;2;236,600;-16,210857;-16,219755;235,601;-54,779567;-54,778766
CRO;2016;BR-364/MT;Decrescente;Dupla;2;241,600;-16,167783;-16,210857;236,601;-54,793383;-54,779567
CRO;2016;BR-364/MT;Decrescente;Dupla;2;243,100;-16,155934;-16,167783;241,601;-54,799744;-54,793383
CRO;2016;BR-364/MT;Decrescente;Dupla;2;252,100;-16,105016;-16,155934;243,101;-54,862932;-54,799744
CRO;2016;BR-364/MT;Decrescente;Simples;1;256,100;-16,071460;-16,105016;252,101;-54,876810;-54,862932
CRO;2016;BR-364/MT;Decrescente;Simples;2;257,900;-16,056503;-16,071460;256,101;-54,883413;-54,876810
CRO;2016;BR-364/MT;Decrescente;Dupla;2;260,200;-16,037391;-16,056503;257,901;-54,891848;-54,883413
CRO;2016;BR-364/MT;Decrescente;Dupla;2;262,200;-16,021977;-16,037391;260,201;-54,901134;-54,891848
CRO;2016;BR-364/MT;Decrescente;Dupla;2;265,900;-15,996702;-16,021977;262,201;-54,922324;-54,901134
CRO;2016;BR-364/MT;Decrescente;Dupla;2;267,300;-15,985818;-15,996702;265,901;-54,928644;-54,922324
CRO;2016;BR-364/MT;Decrescente;Dupla;2;269,050;-15,973165;-15,985818;267,301;-54,938683;-54,928644
CRO;2016;BR-364/MT;Decrescente;Dupla;2;343,100;-15,814858;-15,820916;328,001;-55,538607;-55,411419
CRO;2016;BR-364/MT;Decrescente;Dupla;2;360,100;-15,771659;-15,814858;343,101;-55,653694;-55,538607
CRO;2016;BR-364/MT;Decrescente;Dupla;2;362,100;-15,754173;-15,771659;360,101;-55,657682;-55,653694
CRO;2016;BR-364/MT;Decrescente;Dupla;2;389,100;-15,700972;-15,754173;362,101;-55,884881;-55,657682
CRO;2016;BR-364/MT;Decrescente;Simples;1;396,500;-15,672065;-15,700972;389,101;-55,946279;-55,884881
CRO;2016;BR-163/MT;Decrescente;Simples;1;694,200;-13,029555;-13,096049;685,001;-55,898060;-55,946515
CRO;2016;BR-163/MT;Decrescente;Simples;1;713,700;-12,864795;-13,029555;694,201;-55,834095;-55,898060
CRO;2016;BR-163/MT;Decrescente;Simples;1;715,200;-12,852121;-12,864795;713,701;-55,829177;-55,834095
CRO;2016;BR-163/MT;Decrescente;Simples;1;745,000;-12,608901;-12,852121;715,201;-55,756124;-55,829177
CRO;2016;BR-163/MT;Decrescente;Simples;1;745,300;-12,606634;-12,608901;745,001;-55,754328;-55,756124
CRO;2016;BR-163/MT;Decrescente;Multifaixa;3;759,500;-12,497683;-12,560663;745,301;-55,687212;-55,754328
CRO;2016;BR-163/MT;Decrescente;Simples;1;766,499;-12,443041;-12,497683;759,501;-55,654917;-55,687212
CRO;2016;BR-163/MT;Decrescente;Simples;1;822,200;-11,974846;-11,994894;820,001;-55,517003;-55,517011
CRO;2016;BR-163/MT;Decrescente;Dupla;2;839,200;-11,824996;-11,974846;822,201;-55,485802;-55,517003
CRO;2016;BR-163/MT;Decrescente;Simples;1;855,000;-11,691799;-11,824996;839,201;-55,451248;-55,485802
CRO;2016;BR-364/MT;Decrescente;Simples;1;401,500;-15,654183;-15,672065;396,501;-55,989121;-55,946279
CRO;2016;BR-364/MT;Decrescente;Dupla;2;402,400;-15,651015;-15,654183;401,501;-55,996855;-55,989121
CRO;2016;BR-70/MT;Decrescente;Simples;1;524,000;-15,650247;-15,650196;495,900;-56,194832;-55,999800
CRO;2016;BR-364/MT;Decrescente;Dupla;2;439,500;-15,608324;-15,649673;434,600;-56,203372;-56,195364
CRO;2016;BR-364/MT;Decrescente;Simples;1;467,800;-15,420881;-15,608324;439,501;-56,345997;-56,203372
CRO;2016;BR-364/MT;Decrescente;Simples;2;468,500;-15,415753;-15,420881;467,801;-56,349782;-56,345997
CRO;2016;BR-364/MT;Decrescente;Simples;1;473,100;-15,395509;-15,415753;468,501;-56,386918;-56,349782
CRO;2016;BR-364/MT;Decrescente;Simples;2;474,100;-15,388741;-15,395509;473,101;-56,392495;-56,386918
CRO;2016;BR-364/MT;Decrescente;Simples;1;474,700;-15,384692;-15,388741;474,101;-56,396128;-56,392495
CRO;2016;BR-364/MT;Decrescente;Simples;1;476,500;-15,371140;-15,384692;474,701;-56,405225;-56,396128
CRO;2016;BR-364/MT;Decrescente;Simples;1;485,100;-15,300201;-15,371140;476,501;-56,435856;-56,405225
CRO;2016;BR-364/MT;Decrescente;Simples;2;486,600;-15,287023;-15,300201;485,101;-56,435961;-56,435856
CRO;2016;BR-364/MT;Decrescente;Simples;1;489,100;-15,269180;-15,287023;486,601;-56,450083;-56,435961
CRO;2016;BR-364/MT;Decrescente;Simples;1;495,700;-15,230569;-15,269180;489,101;-56,495983;-56,450083
CRO;2016;BR-364/MT;Decrescente;Simples;1;501,700;-15,182039;-15,230569;495,701;-56,520632;-56,495983
CRO;2016;BR-364/MT;Decrescente;Simples;1;502,600;-15,175031;-15,182039;501,701;-56,524672;-56,520632
CRO;2016;BR-364/MT;Decrescente;Simples;1;541,100;-14,847979;-15,175031;502,601;-56,447861;-56,524672
CRO;2016;BR-364/MT;Decrescente;Simples;1;543,300;-14,833982;-14,847979;541,101;-56,433664;-56,447861
CRO;2016;BR-364/MT;Decrescente;Dupla;2;545,700;-14,816089;-14,833982;543,301;-56,423927;-56,433664
CRO;2016;BR-364/MT;Decrescente;Dupla;2;562,300;-14,719495;-14,816089;545,701;-56,320249;-56,423927
CRO;2016;BR-364/MT;Decrescente;Dupla;2;588,200;-14,529826;-14,719495;562,301;-56,228680;-56,320249
CRO;2016;BR-163/MT;Crescente;Dupla;2;611,100;-13,709339;-13,696862;612,420;-56,041617;-56,039705
CRO;2016;BR-364/MT;Crescente;Simples;1;467,801;-15,420881;-15,415753;468,500;-56,345997;-56,349782
CRO;2016;BR-364/MT;Crescente;Simples;1;468,501;-15,415753;-15,395509;473,100;-56,349782;-56,386918
CRO;2016;BR-364/MT;Crescente;Simples;1;473,101;-15,395509;-15,388741;474,100;-56,386918;-56,392495
CRO;2016;BR-364/MT;Crescente;Simples;1;474,101;-15,388741;-15,384692;474,700;-56,392495;-56,396128
CRO;2016;BR-364/MT;Crescente;Simples;2;474,701;-15,384692;-15,371140;476,500;-56,396128;-56,405225
CRO;2016;BR-364/MT;Crescente;Simples;1;476,501;-15,371140;-15,300201;485,100;-56,405225;-56,435856
CRO;2016;BR-364/MT;Crescente;Simples;1;485,101;-15,300201;-15,287023;486,600;-56,435856;-56,435961
CRO;2016;BR-364/MT;Crescente;Simples;1;486,601;-15,287023;-15,269180;489,100;-56,435961;-56,450083
CRO;2016;BR-364/MT;Crescente;Simples;1;489,101;-15,269180;-15,230569;495,700;-56,450083;-56,495983
CRO;2016;BR-364/MT;Crescente;Simples;1;495,701;-15,230569;-15,182039;501,700;-56,495983;-56,520632
CRO;2016;BR-364/MT;Crescente;Simples;1;501,701;-15,182039;-15,175031;502,600;-56,520632;-56,524672
CRO;2016;BR-364/MT;Crescente;Simples;1;502,601;-15,175031;-14,847979;541,100;-56,524672;-56,447861
CRO;2016;BR-364/MT;Crescente;Simples;1;541,101;-14,847979;-14,833982;543,300;-56,447861;-56,433664
CRO;2016;BR-364/MT;Crescente;Dupla;2;543,301;-14,833982;-14,816089;545,700;-56,433664;-56,423927
CRO;2016;BR-364/MT;Crescente;Dupla;2;545,701;-14,816089;-14,719495;562,300;-56,423927;-56,320249
CRO;2016;BR-364/MT;Crescente;Dupla;2;562,301;-14,719495;-14,529826;588,200;-56,320249;-56,228680
CRO;2016;BR-163/MT;Decrescente;Dupla;2;612,420;-13,696862;-13,709339;611,100;-56,039705;-56,041617
CRO;2016;BR-163/MT;Crescente;Simples;1;685,001;-13,096049;-13,029555;694,200;-55,946515;-55,898060
CRO;2016;BR-163/MT;Crescente;Simples;1;694,201;-13,029555;-12,864795;713,700;-55,898060;-55,834095
CRO;2016;BR-163/MT;Crescente;Simples;1;713,701;-12,864795;-12,852121;715,200;-55,834095;-55,829177
CRO;2016;BR-163/MT;Crescente;Simples;1;715,201;-12,852121;-12,608901;745,000;-55,829177;-55,756124
CRO;2016;BR-163/MT;Crescente;Simples;1;745,001;-12,608901;-12,606634;745,300;-55,756124;-55,754328
CRO;2016;BR-364/MT;Crescente;Simples;1;269,051;-15,973170;-15,972080;269,200;-54,938680;-54,939690
CRO;2016;BR-364/MT;Crescente;Simples;1;269,201;-15,972080;-15,970100;269,500;-54,939690;-54,941470
CRO;2016;BR-364/MT;Crescente;Simples;1;269,501;-15,970100;-15,969350;270,600;-54,941470;-54,951360
CRO;2016;BR-364/MT;Crescente;Dupla;2;270,601;-15,969350;-15,952160;275,300;-54,951360;-54,987280
CRO;2016;BR-364/MT;Crescente;Simples;1;275,301;-15,952160;-15,951930;276,300;-54,987280;-54,996150
CRO;2016;BR-364/MT;Crescente;Dupla;2;276,301;-15,951930;-15,949760;277,000;-54,996150;-55,002280
CRO;2016;BR-364/MT;Crescente;Dupla;2;277,001;-15,949760;-15,821030;328,000;-55,002280;-55,411540
CRO;2016;BR-364/MT;Decrescente;Dupla;2;269,200;-15,972080;-15,973170;269,051;-54,939690;-54,938680
CRO;2016;BR-364/MT;Decrescente;Simples;1;269,500;-15,970100;-15,972080;269,201;-54,941470;-54,939690
CRO;2016;BR-364/MT;Decrescente;Dupla;2;270,600;-15,969350;-15,970100;269,501;-54,951360;-54,941470
CRO;2016;BR-364/MT;Decrescente;Dupla;2;275,300;-15,952160;-15,969350;270,601;-54,987280;-54,951360
CRO;2016;BR-364/MT;Decrescente;Simples;2;276,300;-15,951930;-15,952160;275,301;-54,996150;-54,987280
CRO;2016;BR-364/MT;Decrescente;Simples;1;277,000;-15,949760;-15,951930;276,301;-55,002280;-54,996150
CRO;2016;BR-364/MT;Decrescente;Dupla;2;328,000;-15,821030;-15,949760;277,001;-55,411540;-55,002280
CRO;2016;BR-163/MT;Crescente;Dupla;2;521,901;-14,440685;-14,374469;530,400;-56,123076;-56,130371
CRO;2016;BR-163/MT;Decrescente;Dupla;2;530,400;-14,374469;-14,440685;521,901;-56,130371;-56,123076
CRO;2016;BR-163/MT;Crescente;Dupla;2;555,501;-14,189733;-14,140340;561,299;-56,087701;-56,102939
CRO;2016;BR-163/MT;Decrescente;Dupla;2;561,299;-14,140340;-14,189733;555,501;-56,102939;-56,087701
CRO;2016;BR-163/MT;Crescente;Dupla;2;585,401;-13,932971;-13,915937;587,359;-56,095127;-56,092954
CRO;2016;BR-163/MT;Decrescente;Dupla;2;587,359;-13,915937;-13,932971;585,401;-56,092954;-56,095127
CRO;2016;BR-163/MT;Crescente;Dupla;2;587,360;-13,913248;-13,912552;587,680;-56,092613;-56,092517
CRO;2016;BR-163/MT;Decrescente;Dupla;2;587,680;-13,912552;-13,913248;587,360;-56,092517;-56,092613
CRO;2016;BR-163/MT;Crescente;Dupla;2;587,681;-13,912552;-13,902732;588,779;-56,092517;-56,091253
CRO;2016;BR-163/MT;Decrescente;Dupla;2;588,779;-13,902732;-13,912552;587,681;-56,091253;-56,092517
CRO;2016;BR-163/MT;Crescente;Dupla;2;612,421;-13,696702;-13,095857;685,000;-56,039680;-55,946575
CRO;2016;BR-163/MT;Decrescente;Dupla;2;685,000;-13,095857;-13,696702;612,421;-55,946575;-56,039680
CRO;2016;Variante - BR-364/MT;Decrescente;Dupla;2;19,950;-15,814886;-15,769750;0,000;-55,538702;-55,654650
CRO;2016;Variante - BR-364/MT;Crescente;Dupla;2;343,101;-15,814781;-15,769728;360,100;-55,538480;-55,654361
CRO;2016;BR-163/MT;Crescente;Dupla;2;507,100;-14,528490;-14,440685;521,900;-56,226875;-56,123076
CRO;2016;BR-163/MT;Decrescente;Dupla;2;521,900;-14,440685;-14,528490;507,100;-56,123076;-56,226875
CRO;2016;BR-163/MT;Crescente;Dupla;2;561,300;-14,140345;-13,932985;585,400;-56,102938;-56,095138
CRO;2016;BR-163/MT;Decrescente;Dupla;2;585,400;-13,932985;-14,140345;561,300;-56,095138;-56,102938
CRO;2016;BR-163/MT;Crescente;Dupla;2;588,780;-13,903374;-13,864789;593,050;-56,091349;-56,086451
CRO;2016;BR-163/MT;Decrescente;Dupla;2;593,050;-13,864789;-13,903374;588,780;-56,086451;-56,091349
CRO;2016;BR-163/MT;Crescente;Dupla;2;593,051;-13,864789;-13,795585;601,199;-56,086451;-56,066975
CRO;2016;BR-163/MT;Decrescente;Dupla;2;601,199;-13,795585;-13,864789;593,051;-56,066975;-56,086451
CRO;2016;BR-163/MT;Crescente;Dupla;2;601,200;-13,795585;-13,762793;604,900;-56,066975;-56,053727
CRO;2016;BR-163/MT;Decrescente;Dupla;2;604,900;-13,762793;-13,795585;601,200;-56,053727;-56,066975
CRO;2016;BR-163/MT;Crescente;Dupla;2;604,901;-13,762793;-13,756604;605,649;-56,053727;-56,053240
CRO;2016;BR-163/MT;Decrescente;Dupla;2;605,649;-13,756604;-13,762793;604,901;-56,053240;-56,053727
CRO;2016;BR-163/MT;Crescente;Dupla;2;605,650;-13,756604;-13,749484;606,400;-56,053240;-56,052735
CRO;2016;BR-163/MT;Decrescente;Dupla;2;606,400;-13,749484;-13,756604;605,650;-56,052735;-56,053240
CRO;2016;BR-163/MT;Crescente;Dupla;2;606,401;-13,749484;-13,745993;606,899;-56,052735;-56,051772
CRO;2016;BR-163/MT;Decrescente;Dupla;2;606,899;-13,745993;-13,749484;606,401;-56,051772;-56,052735
CRO;2016;BR-163/MT;Crescente;Dupla;2;606,900;-13,745993;-13,718952;609,900;-56,051772;-56,044285
CRO;2016;BR-163/MT;Decrescente;Dupla;2;606,900;-13,745993;-13,718952;609,900;-56,051772;-56,044285
CRO;2016;BR-163/MT;Crescente;Dupla;2;609,901;-13,718952;-13,709339;611,099;-56,044285;-56,041617
CRO;2016;BR-163/MT;Decrescente;Dupla;2;611,099;-13,709339;-13,718952;609,901;-56,041617;-56,044285
CRO;2016;BR-163/MT;Crescente;Dupla;2;530,401;-14,374469;-14,346402;534,469;-56,130371;-56,149041
CRO;2016;BR-163/MT;Decrescente;Dupla;2;534,469;-14,346402;-14,374469;530,401;-56,149041;-56,130371
CRO;2016;BR-163/MT;Crescente;Dupla;2;534,470;-14,346402;-14,189735;555,500;-56,149041;-56,087695
CRO;2016;BR-163/MT;Decrescente;Dupla;2;555,500;-14,189735;-14,346402;534,470;-56,087695;-56,149041
CRO;2016;BR-163/MT;Crescente;Dupla;2;766,901;-12,440129;-11,994894;820,000;-55,652742;-55,517011
CRO;2016;BR-163/MT;Decrescente;Dupla;2;820,000;-11,994894;-12,440129;766,901;-55,517011;-55,652742
CRO;2016;BR-163/MT;Crescente;Multifaixa;8;766,500;-12,443041;-12,440129;766,900;-55,654917;-55,652742
CRO;2016;BR-163/MT;Decrescente;Multifaixa;8;766,900;-12,440129;-12,443041;766,500;-55,652742;-55,654917
ECO050;2017;BR-50/MG;Crescente;Dupla;2;77,000;-18,935809;-18,938462;77,299;-48,220051;-48,219544
ECO050;2017;BR-50/MG;Decrescente;Dupla;2;77,000;-18,935778;-18,938442;77,299;-48,219885;-48,219407
ECO050;2017;BR-50/GO;Crescente;Dupla;2;287,101;-18,226602;-18,424831;314,200;-47,978309;-48,065787
ECO050;2017;BR-50/GO;Decrescente;Dupla;2;287,101;-18,226679;-18,424712;314,200;-47,978167;-48,065732
ECO050;2017;Contorno de Uberlândia/MG;Decrescente;Dupla;2;0,000;-18,859700;-18,938484;22,400;-48,256872;-48,219471
ECO050;2017;BR-50/MG;Decrescente;Dupla;2;77,300;-18,938442;-19,983767;207,300;-48,219407;-47,788374
ECO050;2017;BR-50/GO;Crescente;Simples;1;95,000;-16,749419;-16,754000;95,699;-47,608604;-47,604000
ECO050;2017;BR-50/GO;Crescente;Dupla;2;95,700;-16,754000;-18,151979;275,400;-47,604000;-47,907442
ECO050;2017;BR-50/GO;Decrescente;Simples;1;95,000;-16,749419;-16,754000;95,699;-47,608604;-47,604000
ECO050;2017;BR-50/GO;Decrescente;Dupla;2;95,700;-16,754000;-18,152170;275,400;-47,604000;-47,907293
ECO050;2017;BR-50/GO;Crescente;Simples;1;275,401;-18,151979;-18,226602;287,100;-47,907442;-47,978309
ECO050;2017;BR-50/MG;Crescente;Dupla;2;0,000;-18,424825;-18,858417;65,700;-48,065767;-48,253980
ECO050;2017;Contorno de Uberlândia/MG;Crescente;Dupla;2;0,000;-18,859806;-18,938419;22,400;-48,256817;-48,219481
ECO050;2017;BR-50/MG;Crescente;Dupla;2;77,300;-18,938462;-19,778980;178,350;-48,219544;-47,939445
ECO050;2017;BR-50/MG;Crescente;Dupla;2;178,351;-19,778966;-19,983778;207,300;-47,939255;-47,788463
ECO050;2017;BR-50/GO;Decrescente;Simples;1;275,401;-18,152170;-18,226679;287,100;-47,907293;-47,978167
ECO050;2017;BR-50/MG;Decrescente;Dupla;2;0,000;-18,424715;-18,606829;22,300;-48,065747;-48,053385
ECO050;2017;BR-50/MG;Decrescente;Dupla;3;22,301;-18,606829;-18,619525;27,100;-48,053385;-48,094826
ECO050;2017;BR-50/MG;Decrescente;Dupla;2;27,101;-18,619525;-18,858362;65,700;-48,094826;-48,253862
ECOSUL;1996;BR-116/RS;Crescente;Simples;1;400,500;-30,870564;-31,629932;511,100;-51,806303;-52,324386
ECOSUL;1996;BR-116/RS;Crescente;Dupla;2;511,101;-31,631633;-31,735989;525,000;-52,326692;-52,393553
ECOSUL;1996;BR-116/RS;Crescente;Simples;1;525,001;-31,735989;-32,565205;661,000;-52,393553;-53,381345
ECOSUL;1996;BR-392/RS;Crescente;Simples;1;0,000;-32,045390;-32,111238;9,600;-52,075979;-52,112690
ECOSUL;1996;BR-392/RS;Crescente;Dupla;2;9,601;-32,111238;-31,797610;59,500;-52,112692;-52,338156
ECOSUL;1996;BR-392/RS;Crescente;Simples;1;59,501;-31,797610;-31,747107;68,400;-52,338156;-52,402944
ECOSUL;1996;BR-392/RS;Crescente;Simples;1;71,300;-31,720587;-30,872491;199,700;-52,390117;-53,136538
ECOSUL;1996;BR-116/RS;Decrescente;Simples;1;400,500;-30,870564;-31,630083;511,100;-51,806303;-52,324275
ECOSUL;1996;BR-116/RS;Decrescente;Dupla;2;511,101;-31,631633;-31,735989;525,000;-52,326692;-52,393553
ECOSUL;1996;BR-116/RS;Decrescente;Simples;1;525,001;-31,735989;-32,565205;661,000;-52,393553;-53,381345
ECOSUL;1996;BR-392/RS;Decrescente;Simples;1;0,000;-32,045390;-32,111238;9,600;-52,075979;-52,112690
ECOSUL;1996;BR-392/RS;Decrescente;Dupla;2;9,601;-32,111238;-31,797610;59,500;-52,112692;-52,338156
ECOSUL;1996;BR-392/RS;Decrescente;Simples;1;59,501;-31,797610;-31,747107;68,400;-52,338156;-52,402944
ECOSUL;1996;BR-392/RS;Decrescente;Simples;1;71,300;-31,720587;-30,872491;199,700;-52,390117;-53,136538
ECOVIAS CAPIXABA;2020;BR-101/BA;Crescente;Simples;1;939,200;-18,042519;-18,174842;956,730;-39,866767;-39,918202
ECOVIAS CAPIXABA;2020;BR-101/BA;Decrescente;Simples;1;939,200;-18,042519;-18,174842;956,730;-39,866766;-39,918202
ECOVIAS CAPIXABA;2020;Contorno de Iconha/ES;Decrescente;Dupla;2;0,000;-20,787081;-20,804157;6,900;-40,783287;-40,830113
ECOVIAS CAPIXABA;2020;Contorno de Iconha/ES;Crescente;Dupla;2;0,000;-20,787081;-20,802896;6,500;-40,783287;-40,826607
ECOVIAS CAPIXABA;2020;Contorno de Iconha/ES;Crescente;Simples;1;6,501;-20,802897;-20,806391;7,250;-40,826608;-40,832496
